cluster_id,variant,alpha_topic,beta_pattern,delta_redundancy,summary_words,run82_target_words,absolute_budget_mismatch_pct,concept_precision,concept_recall,concept_f1,concept_jaccard,entity_precision,entity_recall,entity_f1,entity_jaccard,relation_precision,relation_recall,relation_f1,relation_jaccard,exact_triple_precision,exact_triple_recall,exact_triple_f1,exact_triple_jaccard,soft_triple_precision,soft_triple_recall,soft_triple_f1,domain_accuracy,range_accuracy,domain_range_pair_accuracy,schema_violation_rate,node_retention,edge_retention,edge_jaccard,relation_type_retention,lcc_ratio,central_node_preservation_at10,candidate_concepts,candidate_entities,candidate_triples,candidate_nodes,candidate_edges
test_02859,full_run82,0.3,0.7,1.0,185,185,0.0,1.0,0.1977401129943503,0.330188679245283,0.1977401129943503,1.0,0.3,0.4615384615384615,0.3,1.0,0.4375,0.6086956521739131,0.4375,1.0,0.375,0.5454545454545454,0.375,1.0,0.375,0.5454545454545454,1.0,1.0,1.0,0.0,0.40476190476190477,0.375,0.375,0.4375,0.75,0.3,35,15,9,17,9
test_02859,no_topic,0.0,1.0,1.0,248,185,34.054054054054056,1.0,0.24858757062146894,0.3981900452488688,0.24858757062146894,1.0,0.28,0.43750000000000006,0.28,1.0,0.125,0.2222222222222222,0.125,1.0,0.125,0.2222222222222222,0.125,1.0,0.125,0.2222222222222222,1.0,1.0,1.0,0.0,0.14285714285714285,0.125,0.125,0.125,0.5,0.2,44,14,3,6,3
test_02859,no_pattern,1.0,0.0,1.0,213,185,15.135135135135137,1.0,0.23728813559322035,0.3835616438356164,0.23728813559322035,1.0,0.26,0.41269841269841273,0.26,1.0,0.3125,0.47619047619047616,0.3125,1.0,0.2916666666666667,0.45161290322580644,0.2916666666666667,1.0,0.2916666666666667,0.45161290322580644,1.0,1.0,1.0,0.0,0.30952380952380953,0.2916666666666667,0.2916666666666667,0.3125,0.75,0.4,42,13,7,13,7
test_02859,no_redundancy,0.3,0.7,0.0,335,185,81.08108108108108,0.9821428571428571,0.3107344632768362,0.4721030042918455,0.3089887640449438,1.0,0.32,0.48484848484848486,0.32,1.0,0.25,0.4,0.25,1.0,0.16666666666666666,0.2857142857142857,0.16666666666666666,1.0,0.16666666666666666,0.2857142857142857,1.0,1.0,1.0,0.0,0.19047619047619047,0.16666666666666666,0.16666666666666666,0.25,0.5,0.1,56,16,4,8,4
test_02862,full_run82,0.3,0.7,1.0,286,286,0.0,1.0,0.4583333333333333,0.6285714285714286,0.4583333333333333,1.0,0.4016393442622951,0.5730994152046784,0.4016393442622951,1.0,0.42857142857142855,0.6,0.42857142857142855,1.0,0.3953488372093023,0.5666666666666667,0.3953488372093023,1.0,0.3953488372093023,0.5666666666666667,1.0,1.0,1.0,0.0,0.4406779661016949,0.3953488372093023,0.3953488372093023,0.42857142857142855,0.2777777777777778,0.5,44,49,17,26,17
test_02862,no_topic,0.0,1.0,1.0,286,286,0.0,1.0,0.46875,0.6382978723404256,0.46875,1.0,0.3524590163934426,0.5212121212121212,0.3524590163934426,1.0,0.42857142857142855,0.6,0.42857142857142855,1.0,0.4186046511627907,0.5901639344262295,0.4186046511627907,1.0,0.4186046511627907,0.5901639344262295,1.0,1.0,1.0,0.0,0.4576271186440678,0.4186046511627907,0.4186046511627907,0.42857142857142855,0.2777777777777778,0.5,45,43,18,27,18
test_02862,no_pattern,1.0,0.0,1.0,277,286,3.146853146853147,1.0,0.4270833333333333,0.5985401459854015,0.4270833333333333,1.0,0.3360655737704918,0.5030674846625767,0.3360655737704918,1.0,0.42857142857142855,0.6,0.42857142857142855,1.0,0.3488372093023256,0.5172413793103449,0.3488372093023256,1.0,0.3488372093023256,0.5172413793103449,1.0,1.0,1.0,0.0,0.3559322033898305,0.3488372093023256,0.3488372093023256,0.42857142857142855,0.5,0.4,41,41,15,21,15
test_02862,no_redundancy,0.3,0.7,0.0,441,286,54.1958041958042,1.0,0.5520833333333334,0.7114093959731543,0.5520833333333334,1.0,0.4918032786885246,0.6593406593406593,0.4918032786885246,1.0,0.37142857142857144,0.5416666666666666,0.37142857142857144,1.0,0.37209302325581395,0.5423728813559322,0.37209302325581395,1.0,0.37209302325581395,0.5423728813559322,1.0,1.0,1.0,0.0,0.423728813559322,0.37209302325581395,0.37209302325581395,0.37142857142857144,0.3333333333333333,0.5,53,60,16,25,16
test_02864,full_run82,0.3,0.7,1.0,201,201,0.0,1.0,0.15311004784688995,0.26556016597510373,0.15311004784688995,1.0,0.171875,0.29333333333333333,0.171875,1.0,0.2,0.33333333333333337,0.2,1.0,0.171875,0.29333333333333333,0.171875,1.0,0.171875,0.29333333333333333,1.0,1.0,1.0,0.0,0.22727272727272727,0.171875,0.171875,0.2,0.13636363636363635,0.3,32,11,11,20,11
test_02864,no_topic,0.0,1.0,1.0,210,201,4.477611940298507,1.0,0.12440191387559808,0.22127659574468084,0.12440191387559808,1.0,0.203125,0.33766233766233766,0.203125,1.0,0.18181818181818182,0.3076923076923077,0.18181818181818182,1.0,0.15625,0.2702702702702703,0.15625,1.0,0.15625,0.2702702702702703,1.0,1.0,1.0,0.0,0.17045454545454544,0.15625,0.15625,0.18181818181818182,0.18181818181818182,0.5,26,13,10,15,10
test_02864,no_pattern,1.0,0.0,1.0,179,201,10.945273631840797,1.0,0.14832535885167464,0.2583333333333333,0.14832535885167464,1.0,0.140625,0.2465753424657534,0.140625,1.0,0.12727272727272726,0.22580645161290322,0.12727272727272726,1.0,0.109375,0.19718309859154928,0.109375,1.0,0.109375,0.19718309859154928,1.0,1.0,1.0,0.0,0.13636363636363635,0.109375,0.109375,0.12727272727272726,0.13636363636363635,0.3,31,9,7,12,7
test_02864,no_redundancy,0.3,0.7,0.0,261,201,29.850746268656714,0.9782608695652174,0.215311004784689,0.35294117647058826,0.21428571428571427,1.0,0.234375,0.379746835443038,0.234375,1.0,0.23636363636363636,0.3823529411764706,0.23636363636363636,1.0,0.28125,0.43902439024390244,0.28125,1.0,0.28125,0.43902439024390244,1.0,1.0,1.0,0.0,0.29545454545454547,0.28125,0.28125,0.23636363636363636,0.18181818181818182,0.3,46,15,18,26,18
test_02877,full_run82,0.3,0.7,1.0,218,218,0.0,1.0,0.1634980988593156,0.28104575163398693,0.1634980988593156,1.0,0.1095890410958904,0.19753086419753085,0.1095890410958904,1.0,0.2,0.33333333333333337,0.2,1.0,0.18,0.3050847457627119,0.18,1.0,0.18,0.3050847457627119,1.0,1.0,1.0,0.0,0.1891891891891892,0.18,0.18,0.2,0.4444444444444444,0.2,43,8,9,14,9
test_02877,no_topic,0.0,1.0,1.0,228,218,4.587155963302752,1.0,0.17870722433460076,0.3032258064516129,0.17870722433460076,1.0,0.1095890410958904,0.19753086419753085,0.1095890410958904,1.0,0.1111111111111111,0.19999999999999998,0.1111111111111111,1.0,0.1,0.18181818181818182,0.1,1.0,0.1,0.18181818181818182,1.0,1.0,1.0,0.0,0.12162162162162163,0.1,0.1,0.1111111111111111,0.3333333333333333,0.1,47,8,5,9,5
test_02877,no_pattern,1.0,0.0,1.0,185,218,15.137614678899084,1.0,0.1444866920152091,0.25249169435215946,0.1444866920152091,0.875,0.0958904109589041,0.17283950617283952,0.0945945945945946,1.0,0.15555555555555556,0.2692307692307693,0.15555555555555556,0.8571428571428571,0.12,0.21052631578947367,0.11764705882352941,0.8571428571428571,0.12,0.21052631578947367,0.8571428571428571,1.0,0.8571428571428571,0.1428571428571429,0.13513513513513514,0.12,0.11764705882352941,0.15555555555555556,0.4444444444444444,0.1,38,8,7,11,7
test_02877,no_redundancy,0.3,0.7,0.0,404,218,85.3211009174312,1.0,0.30038022813688214,0.4619883040935673,0.30038022813688214,0.9629629629629629,0.3561643835616438,0.52,0.35135135135135137,1.0,0.28888888888888886,0.4482758620689655,0.28888888888888886,1.0,0.28,0.43750000000000006,0.28,1.0,0.28,0.43750000000000006,1.0,1.0,1.0,0.0,0.2972972972972973,0.28,0.28,0.28888888888888886,0.5555555555555556,0.4,79,27,14,22,14
test_02881,full_run82,0.3,0.7,1.0,208,208,0.0,1.0,0.10666666666666667,0.1927710843373494,0.10666666666666667,1.0,0.12060301507537688,0.21524663677130043,0.12060301507537688,1.0,0.08139534883720931,0.15053763440860218,0.08139534883720931,1.0,0.056910569105691054,0.10769230769230768,0.056910569105691054,1.0,0.056910569105691054,0.10769230769230768,1.0,1.0,1.0,0.0,0.07453416149068323,0.056910569105691054,0.056910569105691054,0.08139534883720931,0.047619047619047616,0.3,40,24,7,12,7
test_02881,no_topic,0.0,1.0,1.0,263,208,26.442307692307693,1.0,0.12266666666666666,0.2185273159144893,0.12266666666666666,1.0,0.1457286432160804,0.25438596491228066,0.1457286432160804,1.0,0.046511627906976744,0.08888888888888888,0.046511627906976744,1.0,0.04065040650406504,0.078125,0.04065040650406504,1.0,0.04065040650406504,0.078125,1.0,1.0,1.0,0.0,0.055900621118012424,0.04065040650406504,0.04065040650406504,0.046511627906976744,0.047619047619047616,0.0,46,29,5,9,5
test_02881,no_pattern,1.0,0.0,1.0,175,208,15.865384615384615,1.0,0.09066666666666667,0.1662591687041565,0.09066666666666667,1.0,0.12060301507537688,0.21524663677130043,0.12060301507537688,1.0,0.05813953488372093,0.10989010989010987,0.05813953488372093,1.0,0.04065040650406504,0.078125,0.04065040650406504,1.0,0.04065040650406504,0.078125,1.0,1.0,1.0,0.0,0.062111801242236024,0.04065040650406504,0.04065040650406504,0.05813953488372093,0.031746031746031744,0.1,34,24,5,10,5
test_02881,no_redundancy,0.3,0.7,0.0,433,208,108.17307692307692,1.0,0.16533333333333333,0.2837528604118993,0.16533333333333333,1.0,0.22110552763819097,0.36213991769547327,0.22110552763819097,1.0,0.1744186046511628,0.297029702970297,0.1744186046511628,0.9375,0.12195121951219512,0.21582733812949637,0.12096774193548387,0.9375,0.12195121951219512,0.21582733812949637,0.9375,1.0,0.9375,0.0625,0.15527950310559005,0.12195121951219512,0.12096774193548387,0.1744186046511628,0.07936507936507936,0.1,62,44,16,26,16
test_02886,full_run82,0.3,0.7,1.0,235,235,0.0,1.0,0.34959349593495936,0.5180722891566265,0.34959349593495936,1.0,0.36538461538461536,0.5352112676056338,0.36538461538461536,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,1.0,0.14814814814814814,0.25806451612903225,0.14814814814814814,1.0,0.14814814814814814,0.25806451612903225,1.0,1.0,1.0,0.0,0.17391304347826086,0.14814814814814814,0.14814814814814814,0.15384615384615385,0.3333333333333333,0.1,43,19,4,8,4
test_02886,no_topic,0.0,1.0,1.0,234,235,0.425531914893617,1.0,0.37398373983739835,0.5443786982248521,0.37398373983739835,1.0,0.34615384615384615,0.5142857142857142,0.34615384615384615,1.0,0.19230769230769232,0.32258064516129037,0.19230769230769232,1.0,0.18518518518518517,0.3125,0.18518518518518517,1.0,0.18518518518518517,0.3125,1.0,1.0,1.0,0.0,0.21739130434782608,0.18518518518518517,0.18518518518518517,0.19230769230769232,0.3333333333333333,0.1,46,18,5,10,5
test_02886,no_pattern,1.0,0.0,1.0,172,235,26.80851063829787,1.0,0.2682926829268293,0.4230769230769231,0.2682926829268293,1.0,0.15384615384615385,0.2666666666666667,0.15384615384615385,1.0,0.2692307692307692,0.42424242424242425,0.2692307692307692,0.8571428571428571,0.2222222222222222,0.35294117647058826,0.21428571428571427,1.0,0.25925925925925924,0.4117647058823529,1.0,1.0,1.0,0.0,0.2391304347826087,0.2222222222222222,0.21428571428571427,0.2692307692307692,0.5,0.2,33,8,7,12,7
test_02886,no_redundancy,0.3,0.7,0.0,386,235,64.25531914893618,1.0,0.3821138211382114,0.5529411764705883,0.3821138211382114,1.0,0.5769230769230769,0.7317073170731707,0.5769230769230769,1.0,0.34615384615384615,0.5142857142857142,0.34615384615384615,0.9,0.3333333333333333,0.48648648648648646,0.32142857142857145,1.0,0.37037037037037035,0.5405405405405406,1.0,1.0,1.0,0.0,0.34782608695652173,0.3333333333333333,0.32142857142857145,0.34615384615384615,0.5,0.5,47,30,10,17,10
test_02892,full_run82,0.3,0.7,1.0,346,346,0.0,1.0,0.7012987012987013,0.8244274809160306,0.7012987012987013,1.0,0.7575757575757576,0.8620689655172413,0.7575757575757576,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,1.0,0.47368421052631576,0.6428571428571429,0.47368421052631576,1.0,0.47368421052631576,0.6428571428571429,1.0,1.0,1.0,0.0,0.5357142857142857,0.47368421052631576,0.47368421052631576,0.5714285714285714,0.6666666666666666,0.8,54,25,9,15,9
test_02892,no_topic,0.0,1.0,1.0,339,346,2.023121387283237,1.0,0.7402597402597403,0.8507462686567165,0.7402597402597403,1.0,0.7272727272727273,0.8421052631578948,0.7272727272727273,1.0,0.5,0.6666666666666666,0.5,1.0,0.42105263157894735,0.5925925925925926,0.42105263157894735,1.0,0.42105263157894735,0.5925925925925926,1.0,1.0,1.0,0.0,0.5,0.42105263157894735,0.42105263157894735,0.5,0.5,0.7,57,24,8,14,8
test_02892,no_pattern,1.0,0.0,1.0,303,346,12.427745664739884,1.0,0.7012987012987013,0.8244274809160306,0.7012987012987013,0.9565217391304348,0.6666666666666666,0.7857142857142856,0.6470588235294118,1.0,0.5714285714285714,0.7272727272727273,0.5714285714285714,1.0,0.42105263157894735,0.5925925925925926,0.42105263157894735,1.0,0.42105263157894735,0.5925925925925926,1.0,1.0,1.0,0.0,0.5357142857142857,0.42105263157894735,0.42105263157894735,0.5714285714285714,0.5,0.6,54,23,8,15,8
test_02892,no_redundancy,0.3,0.7,0.0,343,346,0.8670520231213872,1.0,0.6753246753246753,0.8062015503875969,0.6753246753246753,1.0,0.696969696969697,0.8214285714285715,0.696969696969697,1.0,0.7857142857142857,0.88,0.7857142857142857,1.0,0.7368421052631579,0.8484848484848484,0.7368421052631579,1.0,0.7368421052631579,0.8484848484848484,1.0,1.0,1.0,0.0,0.8214285714285714,0.7368421052631579,0.7368421052631579,0.7857142857142857,0.6666666666666666,0.8,52,23,14,23,14
test_02904,full_run82,0.3,0.7,1.0,329,329,0.0,1.0,0.8805970149253731,0.9365079365079364,0.8805970149253731,1.0,0.8275862068965517,0.9056603773584906,0.8275862068965517,1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231,1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333,1.0,0.9333333333333333,0.9655172413793104,1.0,1.0,1.0,0.0,0.9583333333333334,0.9333333333333333,0.9333333333333333,0.9230769230769231,1.0,1.0,59,24,14,23,14
test_02904,no_topic,0.0,1.0,1.0,329,329,0.0,1.0,0.8805970149253731,0.9365079365079364,0.8805970149253731,1.0,0.8275862068965517,0.9056603773584906,0.8275862068965517,1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231,1.0,0.9333333333333333,0.9655172413793104,0.9333333333333333,1.0,0.9333333333333333,0.9655172413793104,1.0,1.0,1.0,0.0,0.9583333333333334,0.9333333333333333,0.9333333333333333,0.9230769230769231,1.0,1.0,59,24,14,23,14
test_02904,no_pattern,1.0,0.0,1.0,296,329,10.030395136778116,1.0,0.7611940298507462,0.864406779661017,0.7611940298507462,1.0,0.896551724137931,0.9454545454545454,0.896551724137931,1.0,0.7692307692307693,0.8695652173913044,0.7692307692307693,1.0,0.7333333333333333,0.846153846153846,0.7333333333333333,1.0,0.7333333333333333,0.846153846153846,1.0,1.0,1.0,0.0,0.7083333333333334,0.7333333333333333,0.7333333333333333,0.7692307692307693,1.0,0.7,51,26,11,17,11
test_02904,no_redundancy,0.3,0.7,0.0,373,329,13.37386018237082,1.0,0.9701492537313433,0.9848484848484849,0.9701492537313433,1.0,0.9655172413793104,0.9824561403508771,0.9655172413793104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,65,28,15,24,15
test_02917,full_run82,0.3,0.7,1.0,179,179,0.0,1.0,0.24087591240875914,0.38823529411764707,0.24087591240875914,1.0,0.22950819672131148,0.37333333333333335,0.22950819672131148,1.0,0.48,0.6486486486486487,0.48,1.0,0.4,0.5714285714285715,0.4,1.0,0.4,0.5714285714285715,1.0,1.0,1.0,0.0,0.43137254901960786,0.4,0.4,0.48,0.75,0.2,33,14,12,22,12
test_02917,no_topic,0.0,1.0,1.0,198,179,10.614525139664805,1.0,0.23357664233576642,0.378698224852071,0.23357664233576642,1.0,0.22950819672131148,0.37333333333333335,0.22950819672131148,1.0,0.28,0.43750000000000006,0.28,1.0,0.23333333333333334,0.37837837837837834,0.23333333333333334,1.0,0.23333333333333334,0.37837837837837834,1.0,1.0,1.0,0.0,0.2549019607843137,0.23333333333333334,0.23333333333333334,0.28,0.75,0.2,32,14,7,13,7
test_02917,no_pattern,1.0,0.0,1.0,116,179,35.19553072625698,1.0,0.1386861313868613,0.24358974358974358,0.1386861313868613,1.0,0.09836065573770492,0.1791044776119403,0.09836065573770492,1.0,0.4,0.5714285714285715,0.4,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.35294117647058826,0.3333333333333333,0.3333333333333333,0.4,0.75,0.3,19,6,10,18,10
test_02917,no_redundancy,0.3,0.7,0.0,272,179,51.955307262569825,1.0,0.21897810218978103,0.35928143712574856,0.21897810218978103,1.0,0.3114754098360656,0.475,0.3114754098360656,1.0,0.16,0.2758620689655173,0.16,1.0,0.13333333333333333,0.23529411764705882,0.13333333333333333,1.0,0.13333333333333333,0.23529411764705882,1.0,1.0,1.0,0.0,0.13725490196078433,0.13333333333333333,0.13333333333333333,0.16,0.75,0.2,30,19,4,7,4
test_02922,full_run82,0.3,0.7,1.0,242,242,0.0,1.0,0.8269230769230769,0.9052631578947368,0.8269230769230769,1.0,0.7096774193548387,0.8301886792452831,0.7096774193548387,1.0,0.8181818181818182,0.9,0.8181818181818182,1.0,0.8461538461538461,0.9166666666666666,0.8461538461538461,1.0,0.8461538461538461,0.9166666666666666,1.0,1.0,1.0,0.0,0.8636363636363636,0.8461538461538461,0.8461538461538461,0.8181818181818182,0.75,0.7,43,22,11,19,11
test_02922,no_topic,0.0,1.0,1.0,281,242,16.115702479338843,1.0,0.9038461538461539,0.9494949494949495,0.9038461538461539,1.0,0.8387096774193549,0.9122807017543859,0.8387096774193549,1.0,0.8181818181818182,0.9,0.8181818181818182,1.0,0.8461538461538461,0.9166666666666666,0.8461538461538461,1.0,0.8461538461538461,0.9166666666666666,1.0,1.0,1.0,0.0,0.8636363636363636,0.8461538461538461,0.8461538461538461,0.8181818181818182,0.75,0.8,47,26,11,19,11
test_02922,no_pattern,1.0,0.0,1.0,242,242,0.0,1.0,0.8269230769230769,0.9052631578947368,0.8269230769230769,1.0,0.7096774193548387,0.8301886792452831,0.7096774193548387,1.0,0.8181818181818182,0.9,0.8181818181818182,1.0,0.8461538461538461,0.9166666666666666,0.8461538461538461,1.0,0.8461538461538461,0.9166666666666666,1.0,1.0,1.0,0.0,0.8636363636363636,0.8461538461538461,0.8461538461538461,0.8181818181818182,0.75,0.7,43,22,11,19,11
test_02922,no_redundancy,0.3,0.7,0.0,290,242,19.834710743801654,1.0,0.8653846153846154,0.9278350515463918,0.8653846153846154,1.0,0.8709677419354839,0.9310344827586207,0.8709677419354839,1.0,0.9090909090909091,0.9523809523809523,0.9090909090909091,1.0,0.9230769230769231,0.9600000000000001,0.9230769230769231,1.0,0.9230769230769231,0.9600000000000001,1.0,1.0,1.0,0.0,0.9090909090909091,0.9230769230769231,0.9230769230769231,0.9090909090909091,1.0,1.0,45,27,12,20,12
test_02923,full_run82,0.3,0.7,1.0,175,175,0.0,1.0,0.24175824175824176,0.3893805309734513,0.24175824175824176,1.0,0.32653061224489793,0.4923076923076923,0.32653061224489793,1.0,0.3076923076923077,0.47058823529411764,0.3076923076923077,1.0,0.2222222222222222,0.3636363636363636,0.2222222222222222,1.0,0.2222222222222222,0.3636363636363636,1.0,1.0,1.0,0.0,0.25,0.2222222222222222,0.2222222222222222,0.3076923076923077,0.6,0.4,22,16,4,7,4
test_02923,no_topic,0.0,1.0,1.0,256,175,46.285714285714285,1.0,0.34065934065934067,0.5081967213114754,0.34065934065934067,1.0,0.3877551020408163,0.5588235294117647,0.3877551020408163,1.0,0.3076923076923077,0.47058823529411764,0.3076923076923077,1.0,0.2777777777777778,0.4347826086956522,0.2777777777777778,1.0,0.2777777777777778,0.4347826086956522,1.0,1.0,1.0,0.0,0.35714285714285715,0.2777777777777778,0.2777777777777778,0.3076923076923077,0.4,0.4,31,19,5,10,5
test_02923,no_pattern,1.0,0.0,1.0,138,175,21.142857142857142,1.0,0.1978021978021978,0.3302752293577982,0.1978021978021978,0.8888888888888888,0.16326530612244897,0.27586206896551724,0.16,1.0,0.38461538461538464,0.5555555555555556,0.38461538461538464,1.0,0.2777777777777778,0.4347826086956522,0.2777777777777778,1.0,0.2777777777777778,0.4347826086956522,1.0,1.0,1.0,0.0,0.2857142857142857,0.2777777777777778,0.2777777777777778,0.38461538461538464,0.6,0.4,18,9,5,8,5
test_02923,no_redundancy,0.3,0.7,0.0,310,175,77.14285714285715,1.0,0.3626373626373626,0.532258064516129,0.3626373626373626,1.0,0.5102040816326531,0.6756756756756758,0.5102040816326531,1.0,0.3076923076923077,0.47058823529411764,0.3076923076923077,1.0,0.2777777777777778,0.4347826086956522,0.2777777777777778,1.0,0.2777777777777778,0.4347826086956522,1.0,1.0,1.0,0.0,0.2857142857142857,0.2777777777777778,0.2777777777777778,0.3076923076923077,0.6,0.4,33,25,5,8,5
test_02947,full_run82,0.3,0.7,1.0,320,320,0.0,1.0,0.27232142857142855,0.42807017543859643,0.27232142857142855,1.0,0.2676056338028169,0.42222222222222217,0.2676056338028169,1.0,0.15217391304347827,0.2641509433962264,0.15217391304347827,1.0,0.12903225806451613,0.2285714285714286,0.12903225806451613,1.0,0.12903225806451613,0.2285714285714286,1.0,1.0,1.0,0.0,0.15053763440860216,0.12903225806451613,0.12903225806451613,0.15217391304347827,0.375,0.0,61,19,8,14,8
test_02947,no_topic,0.0,1.0,1.0,305,320,4.6875,1.0,0.25892857142857145,0.4113475177304965,0.25892857142857145,1.0,0.2535211267605634,0.40449438202247184,0.2535211267605634,1.0,0.1956521739130435,0.32727272727272727,0.1956521739130435,0.7857142857142857,0.1774193548387097,0.2894736842105263,0.16923076923076924,0.7857142857142857,0.1774193548387097,0.2894736842105263,0.7857142857142857,1.0,0.7857142857142857,0.2142857142857143,0.1935483870967742,0.1774193548387097,0.16923076923076924,0.1956521739130435,0.625,0.2,58,18,14,19,14
test_02947,no_pattern,1.0,0.0,1.0,184,320,42.5,0.9722222222222222,0.15625,0.26923076923076916,0.15555555555555556,1.0,0.19718309859154928,0.32941176470588235,0.19718309859154928,1.0,0.13043478260869565,0.23076923076923078,0.13043478260869565,1.0,0.11290322580645161,0.2028985507246377,0.11290322580645161,1.0,0.11290322580645161,0.2028985507246377,1.0,1.0,1.0,0.0,0.12903225806451613,0.11290322580645161,0.11290322580645161,0.13043478260869565,0.375,0.2,36,14,7,12,7
test_02947,no_redundancy,0.3,0.7,0.0,501,320,56.56250000000001,1.0,0.36160714285714285,0.5311475409836066,0.36160714285714285,1.0,0.29577464788732394,0.45652173913043476,0.29577464788732394,1.0,0.3695652173913043,0.5396825396825397,0.3695652173913043,0.7727272727272727,0.27419354838709675,0.4047619047619047,0.2537313432835821,0.7727272727272727,0.27419354838709675,0.4047619047619047,0.8181818181818182,1.0,0.8181818181818182,0.18181818181818177,0.3333333333333333,0.27419354838709675,0.2537313432835821,0.3695652173913043,0.875,0.3,81,21,22,32,22
test_02950,full_run82,0.3,0.7,1.0,458,458,0.0,1.0,0.5096774193548387,0.6752136752136751,0.5096774193548387,0.972972972972973,0.6,0.7422680412371134,0.5901639344262295,1.0,0.4722222222222222,0.6415094339622641,0.4722222222222222,1.0,0.4,0.5714285714285715,0.4,1.0,0.4,0.5714285714285715,1.0,1.0,1.0,0.0,0.41379310344827586,0.4,0.4,0.4722222222222222,0.42857142857142855,0.5,79,37,18,24,18
test_02950,no_topic,0.0,1.0,1.0,485,458,5.895196506550218,1.0,0.5225806451612903,0.6864406779661018,0.5225806451612903,1.0,0.6166666666666667,0.7628865979381444,0.6166666666666667,1.0,0.5277777777777778,0.6909090909090909,0.5277777777777778,1.0,0.4444444444444444,0.6153846153846153,0.4444444444444444,1.0,0.4444444444444444,0.6153846153846153,1.0,1.0,1.0,0.0,0.4827586206896552,0.4444444444444444,0.4444444444444444,0.5277777777777778,0.23809523809523808,0.7,81,37,20,28,20
test_02950,no_pattern,1.0,0.0,1.0,285,458,37.77292576419214,1.0,0.3419354838709677,0.5096153846153847,0.3419354838709677,1.0,0.36666666666666664,0.5365853658536585,0.36666666666666664,1.0,0.4166666666666667,0.5882352941176471,0.4166666666666667,1.0,0.3333333333333333,0.5,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.0,0.3448275862068966,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.38095238095238093,0.6,53,22,15,20,15
test_02950,no_redundancy,0.3,0.7,0.0,539,458,17.685589519650655,1.0,0.4645161290322581,0.6343612334801763,0.4645161290322581,1.0,0.6333333333333333,0.7755102040816326,0.6333333333333333,1.0,0.3611111111111111,0.5306122448979591,0.3611111111111111,1.0,0.37777777777777777,0.5483870967741935,0.37777777777777777,1.0,0.37777777777777777,0.5483870967741935,1.0,1.0,1.0,0.0,0.39655172413793105,0.37777777777777777,0.37777777777777777,0.3611111111111111,0.38095238095238093,0.5,72,38,17,23,17
test_02956,full_run82,0.3,0.7,1.0,165,165,0.0,1.0,0.12295081967213115,0.218978102189781,0.12295081967213115,1.0,0.125,0.2222222222222222,0.125,1.0,0.15,0.2608695652173913,0.15,1.0,0.13953488372093023,0.24489795918367346,0.13953488372093023,1.0,0.13953488372093023,0.24489795918367346,0.8333333333333334,1.0,0.8333333333333334,0.16666666666666663,0.16,0.13953488372093023,0.13953488372093023,0.15,0.5,0.1,30,16,6,12,6
test_02956,no_topic,0.0,1.0,1.0,167,165,1.2121212121212122,1.0,0.13524590163934427,0.23826714801444043,0.13524590163934427,1.0,0.1328125,0.23448275862068965,0.1328125,1.0,0.2,0.33333333333333337,0.2,1.0,0.18604651162790697,0.3137254901960785,0.18604651162790697,1.0,0.18604651162790697,0.3137254901960785,1.0,1.0,1.0,0.0,0.2,0.18604651162790697,0.18604651162790697,0.2,0.75,0.2,33,17,8,15,8
test_02956,no_pattern,1.0,0.0,1.0,152,165,7.878787878787878,0.9230769230769231,0.09836065573770492,0.1777777777777778,0.0975609756097561,0.9333333333333333,0.109375,0.1958041958041958,0.10852713178294573,1.0,0.225,0.36734693877551017,0.225,1.0,0.20930232558139536,0.3461538461538462,0.20930232558139536,1.0,0.20930232558139536,0.3461538461538462,1.0,1.0,1.0,0.0,0.2,0.20930232558139536,0.20930232558139536,0.225,1.0,0.3,26,15,9,15,9
test_02956,no_redundancy,0.3,0.7,0.0,300,165,81.81818181818183,1.0,0.1721311475409836,0.2937062937062937,0.1721311475409836,1.0,0.2890625,0.4484848484848485,0.2890625,1.0,0.35,0.5185185185185185,0.35,1.0,0.32558139534883723,0.49122807017543857,0.32558139534883723,1.0,0.32558139534883723,0.49122807017543857,1.0,1.0,1.0,0.0,0.30666666666666664,0.32558139534883723,0.32558139534883723,0.35,1.0,0.4,42,37,14,23,14
test_02961,full_run82,0.3,0.7,1.0,184,184,0.0,1.0,0.09221902017291066,0.1688654353562005,0.09221902017291066,1.0,0.1223021582733813,0.21794871794871798,0.1223021582733813,1.0,0.10869565217391304,0.19607843137254902,0.10869565217391304,1.0,0.08771929824561403,0.16129032258064516,0.08771929824561403,1.0,0.08771929824561403,0.16129032258064516,1.0,1.0,1.0,0.0,0.11409395973154363,0.08771929824561403,0.08771929824561403,0.10869565217391304,0.1,0.2,32,17,10,17,10
