cluster_id,compression_gain
test_04142,0.234375
test_04166,0.7130977130977131
test_04167,0.8103343465045593
test_04170,0.8473967684021544
test_04179,0.7772511848341233
test_04187,-0.0059523809523809
test_04196,0.9662869458128078
test_04198,0.6517374517374517
test_04201,0.71972049689441
test_04205,0.1572649572649572
test_04211,0.0343839541547278
test_04213,0.0
test_04233,0.8903479973736047
test_04236,0.7967567567567567
test_04240,0.5552523874488404
test_04246,0.7256347256347256
test_04274,0.1715575620767494
test_04276,0.9246417013407304
test_04304,0.0
test_04322,0.8444936358605424
test_04335,0.9099836333878888
test_04362,0.5050279329608939
test_04364,0.6203554119547657
test_04368,0.0
test_04373,0.5441696113074205
test_04398,0.9933011108284576
test_04400,0.5018382352941176
test_04410,0.9183795055108728
test_04416,0.9861286254728878
test_04434,0.564673157162726
test_04447,0.7840451248992748
test_04454,0.9344627730717788
test_04461,0.8693718732629239
test_04472,0.674934725848564
test_04473,0.5892494929006085
test_04481,0.8871721164211283
test_04488,0.9382716049382716
test_04496,0.5950413223140496
test_04504,0.9445771619684664
test_04543,-0.0154639175257731
test_04576,0.9522058823529412
test_04580,0.7942723553477499
test_04592,0.8722927557879014
test_04598,0.844900849858357
test_04604,0.6606954689146469
test_04605,0.8510818837505303
test_04612,0.5477855477855478
test_04615,0.6803069053708439
test_04628,0.7685185185185185
test_04629,0.9427068917796844
test_04647,0.7075055187637969
test_04658,0.8474702380952381
test_04659,0.6647807637906649
test_04663,0.7553299492385787
test_04665,0.4455252918287937
test_04675,0.8347457627118644
test_04701,0.8795741849634066
test_04707,0.9030124908155768
test_04711,0.93044306812768
test_04712,0.6506300114547537
test_04756,0.8854069223573433
test_04774,0.8040103492884865
test_04804,0.2184615384615384
test_04805,0.4784688995215311
test_04806,0.6159122085048011
test_04811,0.9185277088502894
test_04815,0.9565217391304348
test_04830,0.946875
test_04839,0.8106001558846454
test_04844,0.8132611637347767
test_04854,0.7947058823529412
test_04856,0.9076848719188012
test_04900,0.4886685552407932
test_04904,0.8728875826598089
test_04906,0.4714285714285714
test_04946,0.0
